0 	 0.057548
1 	 1.759237
2 	 -0.583911
3 	 -1.167516
4 	 -0.029538
5 	 0.882315
6 	 0.989983
7 	 1.779861
8 	 -0.030135
9 	 0.002803
10 	 -0.066602
11 	 -0.024784
12 	 1.095226
13 	 -1.288522
14 	 -0.172221
15 	 -1.214315
16 	 1.975097
17 	 -1.187286
18 	 -0.807861
19 	 -0.886388
20 	 0.125717
21 	 0.288521
22 	 0.764757
23 	 -2.155044
24 	 -0.693746
25 	 0.078412
26 	 0.348081
27 	 -0.822883
28 	 0.286742
29 	 0.246383
30 	 0.218860
31 	 -2.298233
32 	 0.387170
33 	 -0.373077
34 	 -0.307812
35 	 -0.836414
36 	 -0.246909
37 	 0.908191
38 	 0.183244
39 	 1.836941
40 	 -0.350140
41 	 -0.564463
42 	 1.627781
43 	 0.331672
44 	 -0.540639
45 	 0.155976
46 	 0.082956
47 	 -0.710200
48 	 -1.978594
49 	 -0.509288
50 	 -1.536062
51 	 0.746589
52 	 0.831959
53 	 -0.355599
54 	 -0.370572
55 	 -0.499576
56 	 -0.425217
57 	 -1.110613
58 	 -1.980096
59 	 1.479722
60 	 -1.109458
61 	 -1.034280
62 	 -1.111475
63 	 1.610834
64 	 -1.143261
65 	 -1.382136
66 	 0.159561
67 	 1.523280
68 	 -1.211772
69 	 -0.071254
70 	 -1.170708
71 	 -0.025605
72 	 0.574746
73 	 1.130725
74 	 -0.028410
75 	 1.607160
76 	 1.256021
77 	 -2.300154
78 	 -0.108230
79 	 -0.060110
80 	 -0.130675
81 	 -1.370790
82 	 -0.330577
83 	 0.221245
84 	 0.987205
85 	 -1.606373
86 	 0.049351
87 	 0.397880
88 	 -1.133147
89 	 -1.498476
90 	 -0.244034
91 	 0.946068
92 	 0.299710
93 	 0.671789
94 	 -2.139349
95 	 -0.363243
96 	 -0.479372
97 	 0.383340
98 	 2.454753
99 	 -0.658355
100 	 2.185134
101 	 0.700447
102 	 -0.373444
103 	 -0.611380
104 	 1.750560
105 	 -1.122451
106 	 -1.020782
107 	 2.438175
108 	 -1.081719
109 	 -1.375283
110 	 1.593325
111 	 1.847904
112 	 0.439968
113 	 -0.050132
114 	 0.141522
115 	 -1.121088
116 	 0.074999
117 	 -0.491777
118 	 -0.143162
119 	 -0.645864
120 	 0.069021
121 	 1.350699
122 	 1.762162
123 	 0.244865
124 	 0.078173
125 	 1.166367
126 	 -0.851011
127 	 0.886100
128 	 0.497349
129 	 0.182720
130 	 1.124474
131 	 0.189991
132 	 1.147230
133 	 0.593852
134 	 1.302349
135 	 -0.460467
136 	 -0.496595
137 	 -1.760788
138 	 0.602690
139 	 -0.227974
140 	 -0.695914
141 	 0.694971
142 	 -0.699149
143 	 -1.409247
144 	 2.036209
145 	 0.768398
146 	 -1.670147
147 	 0.852985
148 	 -0.076258
149 	 0.629348
150 	 0.410712
151 	 -0.573266
152 	 -0.211478
153 	 0.120596
154 	 -0.093085
155 	 -1.066332
156 	 -0.108920
157 	 1.525269
158 	 -0.030609
159 	 -1.562565
160 	 0.784975
161 	 0.751854
162 	 -0.658617
163 	 -0.291187
164 	 1.672084
165 	 -0.833550
166 	 -0.904976
167 	 -1.681125
168 	 -1.149999
169 	 -2.411374
170 	 0.887141
171 	 -0.073989
172 	 1.556172
173 	 0.561832
174 	 -0.527131
175 	 0.246156
176 	 -0.330839
177 	 -0.075754
178 	 -0.259376
179 	 -0.133588
180 	 1.204958
181 	 0.155549
182 	 -0.221381
